1.047,-1.484,-0.611,-0.087,-0.087,-1.047,0.0,0.087,-0.524,-1.484,0.611,0.0,1.571,1.047,0.524,0.0
-0.192,-1.484,-0.611,0.087,-0.349,-1.047,0.349,-0.087,0.175,-1.484,0.611,-0.087,0.349,-1.047,-0.349,0.087
-0.524,-1.484,-0.611,0.0,1.571,1.047,0.524,0.0,1.047,-1.484,0.611,0.087,-0.175,-1.047,0.175,-0.087
0.175,-1.484,-0.611,0.087,0.349,-1.047,-0.349,-0.087,-0.175,-1.484,0.611,-0.087,-0.349,-1.047,0.349,0.087
1.047,-1.484,-0.611,-0.087,-0.087,-1.047,0.0,0.087,-0.524,-1.484,0.611,0.0,1.571,1.047,0.524,0.0
